event_id,hour,src_country,bytes_out,request_rate,failed_logins,is_anomaly
E800124,1,GB,1400.83,22.44,0,0
E800125,10,IN,6316.97,26.17,1,0
E800126,14,IN,30480.24,6.72,1,0
E800127,19,GB,8483.35,23.79,0,0
E800128,13,IN,6113.38,7.29,0,0
E800129,9,RU,7066.88,14.08,0,0
E800130,15,RU,1067.32,13.52,0,0
E800131,19,IN,9670.43,11.35,0,0
E800132,2,RU,9668.63,32.69,0,0
E800133,6,US,3508.71,61.64,0,0
E800134,15,RU,4480.86,9.1,2,0
E800135,16,IN,5824.8,20.58,1,0
E800136,20,US,7776.8,5.12,0,0
E800137,6,GB,31656.1,77.76,13,1
E800138,5,IN,5034.18,9.35,0,0
E800139,11,SG,5010.93,51.63,0,0
E800140,12,US,3713.04,42.72,1,0
E800141,22,US,6833.92,5.17,0,0
E800142,20,IN,19608.46,19.31,0,0
E800143,17,US,1831.83,33.77,0,0
E800144,4,IN,6956.62,16.91,0,0
E800145,7,US,8774.56,40.9,0,0
E800146,0,DE,4670.8,38.66,0,0
E800147,20,BR,7072.74,21.55,0,0
E800148,14,GB,9190.66,24.03,0,0
E800149,4,BR,25701.65,57.57,18,1
E800150,15,IN,7326.03,44.5,0,0
E800151,6,US,6420.87,12.05,0,0
E800152,9,RU,3009.97,9.76,0,0
E800153,3,US,3242.3,16.11,2,0
E800154,19,IN,18260.59,109.4,13,1
E800155,8,RU,1843.02,29.01,0,0
E800156,7,IN,10176.18,5.92,1,0
E800157,13,IN,11761.16,15.83,0,0
E800158,0,IN,9557.74,19.73,0,0
E800159,23,IN,7427.81,9.56,0,0
E800160,8,IN,4399.28,36.47,0,0
E800161,1,IN,6500.57,77.77,1,0
E800162,5,IN,5989.93,8.47,0,0
E800163,4,DE,7833.36,15.96,0,0
E800164,6,IN,3209.81,17.05,1,0
E800165,20,US,7751.58,43.99,0,0
E800166,6,IN,5935.11,2.38,1,0
E800167,12,US,1753.61,20.12,0,0
E800168,11,RU,7685.9,20.32,2,0
E800169,14,RU,9204.74,72.43,0,0
E800170,15,US,2014.94,14.88,0,0
E800171,9,GB,10267.46,44.75,0,0
E800172,20,IN,6269.4,55.75,0,0
E800173,14,US,19644.17,31.4,0,0
E800174,2,RU,7009.58,7.08,0,0
E800175,3,IN,5123.84,42.52,0,0
E800176,6,BR,8641.32,34.75,0,0
E800177,1,RU,3480.45,8.12,0,0
E800178,2,IN,7412.44,31.71,1,0
E800179,15,IN,2713.07,9.34,0,0
E800180,0,IN,4226.76,20.62,1,0
E800181,23,SG,4160.45,95.75,1,0
E800182,18,US,3557.96,24.34,0,0
E800183,0,US,7018.53,4.74,0,0
E800184,12,IN,8877.27,43.71,1,0
E800185,11,SG,6358.69,70.31,0,0
E800186,15,IN,9522.96,49.05,0,0
E800187,11,RU,10380.39,9.71,0,0
E800188,7,US,2960.54,13.39,0,0
E800189,9,DE,4448.45,39.05,0,0
E800190,14,BR,3662.43,75.94,0,0
E800191,12,IN,5028.86,20.48,2,0
E800192,2,DE,2742.55,6.45,0,0
E800193,19,SG,4190.13,7.87,0,0
E800194,4,US,9584.84,45.62,0,0
E800195,5,IN,7390.9,20.61,0,0
E800196,23,IN,3414.24,25.37,0,0
E800197,22,IN,3050.77,23.51,1,0
E800198,22,IN,12640.97,12.95,0,0
E800199,15,IN,7131.75,16.79,0,0
E800200,13,IN,6635.73,10.31,0,0
E800201,13,IN,1833.86,13.31,1,0
E800202,7,IN,2549.9,10.29,0,0
E800203,3,IN,5533.66,11.9,0,0
E800204,0,US,1769.33,6.18,2,0
E800205,10,IN,6368.14,10.22,1,0
E800206,0,SG,1878.26,10.47,0,0
E800207,10,GB,6839.64,53.77,0,0
E800208,7,DE,3850.23,31.4,0,0
E800209,20,RU,4741.2,17.85,0,0
E800210,15,IN,4231.05,15.16,0,0
E800211,23,IN,3522.79,21.3,0,0
E800212,5,BR,11765.02,7.94,0,0
E800213,6,SG,30324.99,136.61,15,1
E800214,21,SG,4426.94,5.38,0,0
E800215,15,IN,6452.37,10.37,0,0
E800216,5,US,11151.91,47.09,0,0
E800217,0,DE,6090.43,4.33,0,0
E800218,23,IN,6163.81,8.25,1,0
E800219,19,IN,7086.48,34.31,0,0
E800220,7,DE,19459.59,16.31,1,0
E800221,19,DE,20516.55,92.56,22,1
E800222,11,US,12096.01,21.85,1,0
E800223,12,US,2883.76,20.25,1,0
E800224,14,RU,4207.75,10.35,0,0
E800225,1,RU,49117.91,74.27,17,1
E800226,13,IN,16184.76,16.87,0,0
E800227,1,IN,6385.06,14.05,0,0
E800228,10,IN,5599.05,9.67,1,0
E800229,12,BR,5360.26,21.24,0,0
E800230,23,SG,6185.88,51.56,1,0
E800231,16,SG,4480.07,32.74,0,0
E800232,22,IN,6446.07,69.11,0,0
E800233,6,SG,6160.13,43.38,1,0
E800234,2,IN,4109.4,28.79,0,0
E800235,19,IN,4238.82,11.89,0,0
E800236,14,IN,2604.56,24.29,0,0
E800237,9,SG,4130.69,47.91,2,0
E800238,17,US,7782.01,7.36,0,0
E800239,5,IN,6052.83,25.45,0,0
E800240,11,US,4164.52,10.49,0,0
E800241,11,IN,15093.84,100.17,14,1
E800242,7,DE,5295.02,11.94,0,0
E800243,16,IN,1528.33,23.52,0,0
E800244,14,US,2149.1,51.28,0,0
E800245,1,IN,4351.41,19.3,0,0
E800246,2,BR,4365.09,20.44,0,0
E800247,20,US,5992.58,10.7,1,0
E800248,7,DE,5643.48,2.44,0,0
E800249,21,IN,4310.55,5.53,0,0
E800250,8,DE,3805.64,7.41,0,0
E800251,8,RU,5923.03,45.59,0,0
E800252,19,US,5653.97,8.93,1,0
E800253,8,RU,6864.22,15.06,0,0
E800254,15,RU,8996.31,12.35,0,0
E800255,3,IN,6750.56,38.24,0,0
E800256,20,BR,5112.3,15.47,0,0
E800257,17,IN,4164.81,5.61,0,0
E800258,6,IN,4949.73,50.77,0,0
E800259,22,IN,4470.89,15.09,0,0
E800260,23,DE,8057.96,4.72,0,0
E800261,19,RU,2706.41,56.47,0,0
E800262,1,BR,11823.22,1.51,0,0
E800263,4,IN,5935.58,4.56,0,0
E800264,1,IN,12164.57,21.79,0,0
E800265,2,SG,5972.3,5.52,0,0
E800266,11,US,1064.52,5.72,1,0
E800267,19,IN,4363.62,6.91,0,0
E800268,2,IN,27550.92,106.43,12,1
E800269,8,IN,5473.27,25.44,0,0
E800270,9,US,2846.27,8.98,0,0
E800271,7,US,3183.52,13.76,0,0
E800272,4,IN,3737.22,3.43,2,0
E800273,23,US,7111.75,35.98,0,0
E800274,8,US,7986.98,5.6,1,0
E800275,8,IN,4446.05,29.48,0,0
E800276,21,US,4272.34,47.76,0,0
E800277,20,IN,2403.73,11.28,0,0
E800278,11,IN,3672.3,13.26,2,0
E800279,19,GB,4804.1,21.32,0,0
E800280,17,GB,2152.14,37.9,0,0
E800281,19,IN,5391.43,8.61,0,0
E800282,23,IN,10027.45,25.76,0,0
E800283,2,US,7234.24,44.08,0,0
E800284,0,IN,2358.86,25.71,0,0
E800285,22,SG,3066.27,31.83,0,0
E800286,20,IN,8147.0,27.59,0,0
E800287,14,IN,6235.01,10.02,0,0
E800288,0,US,4954.88,9.96,1,0
E800289,16,RU,2923.64,66.72,0,0
E800290,16,US,6236.29,24.57,0,0
E800291,1,IN,3205.47,16.9,0,0
E800292,4,IN,1900.87,4.48,0,0
E800293,22,BR,5633.47,1.33,1,0
E800294,7,RU,17326.73,11.05,1,0
E800295,10,IN,8807.06,23.37,0,0
E800296,1,IN,6066.76,14.75,1,0
E800297,14,DE,6221.18,6.01,0,0
E800298,2,US,4431.21,11.85,0,0
E800299,16,US,3537.34,16.49,1,0
E800300,7,US,3819.56,17.07,1,0
E800301,21,US,13385.15,17.85,1,0
E800302,19,US,2282.13,20.95,1,0
E800303,14,RU,22808.84,258.78,24,1
E800304,0,IN,5896.12,8.4,0,0
E800305,19,US,6198.17,12.94,0,0
E800306,17,IN,4486.59,15.55,0,0
E800307,4,IN,7088.04,48.38,0,0
E800308,19,IN,11349.65,5.29,0,0
E800309,3,IN,10471.55,33.76,0,0
E800310,23,IN,16302.9,19.31,1,0
E800311,20,IN,5930.61,19.92,1,0
E800312,18,SG,3645.3,7.42,1,0
E800313,3,RU,12357.23,71.4,0,0
E800314,9,IN,6691.52,24.2,0,0
E800315,8,DE,2690.67,23.03,0,0
E800316,16,RU,13466.93,3.89,0,0
E800317,1,BR,4446.6,49.57,1,0
E800318,16,IN,2984.82,3.07,2,0
E800319,12,BR,5862.39,10.09,0,0
E800320,0,IN,3378.58,23.38,0,0
E800321,12,US,5697.2,16.17,1,0
E800322,16,IN,9244.32,15.93,0,0
E800323,17,IN,4160.42,62.28,0,0
E800324,19,US,3821.1,5.05,0,0
E800325,9,US,5248.25,36.16,0,0
E800326,10,IN,3945.85,14.08,1,0
E800327,18,US,2097.45,18.11,1,0
E800328,15,RU,2981.99,11.04,0,0
E800329,14,IN,7903.87,18.89,0,0
E800330,5,BR,4672.84,18.15,0,0
E800331,23,IN,7242.4,22.66,1,0
E800332,15,IN,4146.84,10.84,0,0
E800333,4,IN,8653.52,70.16,0,0
E800334,9,BR,3578.44,25.27,0,0
E800335,1,DE,2448.54,32.88,1,0
E800336,5,IN,6157.35,94.51,0,0
E800337,5,IN,5898.51,50.28,0,0
E800338,19,IN,7821.78,5.84,0,0
E800339,13,IN,6351.83,15.08,1,0
E800340,9,SG,17164.5,98.78,10,1
E800341,1,SG,1590.69,33.28,0,0
E800342,15,IN,3391.59,9.19,0,0
E800343,15,IN,8307.81,3.37,1,0
E800344,22,IN,7957.19,16.3,0,0
E800345,14,US,4074.23,35.93,0,0
E800346,23,IN,8127.02,3.36,0,0
E800347,12,IN,13716.57,6.95,0,0
E800348,16,US,21609.52,41.4,0,0
E800349,14,SG,12660.4,18.52,0,0
E800350,20,US,3426.59,47.52,1,0
E800351,16,GB,6674.38,43.76,1,0
E800352,21,IN,6967.58,49.88,0,0
E800353,0,IN,10909.47,11.48,0,0
E800354,22,IN,10627.33,32.41,1,0
E800355,23,DE,10550.79,20.44,1,0
E800356,8,US,3776.03,15.61,1,0
E800357,5,US,8983.3,4.18,0,0
E800358,22,BR,4497.6,2.88,0,0
E800359,13,IN,4211.27,12.61,2,0
E800360,2,SG,4535.45,24.15,0,0
E800361,23,IN,7861.93,40.93,0,0
E800362,13,IN,17953.18,12.35,0,0
E800363,23,US,12427.24,20.45,0,0
E800364,13,SG,10755.29,2.6,0,0
E800365,12,IN,5541.13,45.59,0,0
E800366,12,IN,4763.09,20.5,1,0
E800367,3,IN,6790.36,17.7,0,0
E800368,17,US,5269.14,8.42,0,0
E800369,5,GB,4776.85,38.8,1,0
E800370,1,IN,5746.48,52.39,0,0
E800371,12,BR,3724.92,33.68,1,0
E800372,12,IN,3971.63,26.42,2,0
E800373,14,IN,2204.38,49.93,0,0
E800374,16,RU,3967.58,12.3,1,0
E800375,9,IN,4252.23,46.54,0,0
E800376,19,BR,2505.75,1.72,0,0
E800377,1,IN,6374.41,4.01,0,0
E800378,14,BR,2020.56,54.79,1,0
E800379,23,IN,2815.14,42.76,0,0
E800380,15,IN,12651.57,23.61,0,0
E800381,0,BR,3887.2,39.29,0,0
E800382,8,IN,8083.74,2.83,0,0
E800383,20,IN,13470.86,22.52,0,0
E800384,22,US,7307.02,14.05,0,0
E800385,8,IN,3186.07,12.08,1,0
E800386,2,US,7644.75,32.74,1,0
E800387,22,IN,10849.19,27.73,0,0
E800388,21,GB,5815.4,6.8,0,0
E800389,0,IN,4257.54,9.55,0,0
E800390,16,BR,5195.72,25.58,0,0
E800391,15,RU,4336.74,10.67,1,0
E800392,21,IN,2607.55,3.79,1,0
E800393,20,IN,11167.56,13.37,0,0
E800394,15,IN,6288.73,7.58,0,0
E800395,1,IN,5652.59,47.55,0,0
E800396,0,GB,2729.37,16.28,0,0
E800397,5,US,3908.78,6.59,1,0
E800398,6,US,3648.74,20.99,0,0
E800399,19,GB,10084.91,24.1,1,0
E800400,0,IN,4542.8,11.86,0,0
E800401,13,GB,2519.75,44.9,1,0
E800402,8,US,7059.09,13.58,0,0
E800403,9,IN,8721.41,20.49,0,0
E800404,6,IN,2099.83,12.3,0,0
E800405,9,IN,1698.07,8.37,1,0
E800406,23,US,19020.17,6.32,1,0
E800407,13,IN,3978.99,14.72,0,0
E800408,0,IN,4553.16,44.34,1,0
E800409,7,IN,1566.31,15.49,0,0
E800410,23,US,4050.8,20.11,1,0
E800411,13,IN,5179.34,29.87,0,0
E800412,22,US,7898.94,26.34,0,0
E800413,2,US,1759.93,36.4,0,0
E800414,8,US,4285.47,16.52,1,0
E800415,7,IN,8536.74,19.51,0,0
E800416,12,IN,6190.1,27.07,0,0
E800417,23,IN,5430.92,7.68,0,0
E800418,11,IN,4233.96,9.5,0,0
E800419,8,RU,8437.02,111.78,1,0
E800420,14,IN,1676.52,7.36,0,0
E800421,19,IN,1815.15,49.8,0,0
E800422,15,DE,7546.27,46.39,0,0
E800423,21,US,6131.91,4.89,0,0
E800424,0,RU,6099.44,13.72,1,0
E800425,8,IN,24831.17,89.4,24,1
E800426,11,IN,8345.82,27.69,0,0
E800427,12,IN,4484.23,4.09,0,0
E800428,0,IN,5248.14,22.93,0,0
E800429,19,SG,2867.4,29.5,0,0
E800430,15,GB,4001.72,35.45,0,0
E800431,16,US,5507.6,24.2,0,0
E800432,6,IN,3260.83,56.66,1,0
E800433,4,IN,4689.5,42.4,0,0
E800434,0,GB,8430.94,10.9,0,0
E800435,20,IN,2291.03,9.87,1,0
E800436,19,US,15498.75,44.64,0,0
E800437,12,SG,6337.87,62.38,0,0
E800438,5,IN,3730.13,9.66,1,0
E800439,3,GB,10122.33,11.85,1,0
E800440,23,IN,5732.88,33.31,0,0
E800441,0,US,5821.0,11.27,0,0
E800442,12,US,54292.1,243.22,10,1
E800443,21,US,7614.32,30.16,1,0
E800444,2,IN,6301.52,45.56,0,0
E800445,11,US,2823.82,36.14,0,0
E800446,9,SG,3430.21,72.24,1,0
E800447,12,IN,31823.26,138.7,20,1
E800448,4,IN,5263.02,14.59,0,0
E800449,2,DE,6513.3,64.02,0,0
E800450,23,IN,53679.16,127.27,15,1
E800451,11,IN,2641.41,38.28,0,0
E800452,16,IN,4834.76,28.57,0,0
E800453,20,IN,7266.53,23.36,0,0
E800454,11,IN,5702.76,30.01,0,0
E800455,5,IN,6886.21,18.25,0,0
E800456,1,RU,4810.14,19.49,0,0
E800457,10,US,5118.53,21.72,1,0
E800458,10,US,6066.74,50.92,0,0
E800459,0,RU,10449.63,49.63,0,0
E800460,17,US,4736.58,20.83,0,0
E800461,6,DE,21148.65,112.53,18,1
E800462,18,GB,8536.86,26.07,0,0
E800463,21,IN,2500.39,42.04,0,0
E800464,6,BR,2463.54,10.7,0,0
E800465,3,US,19874.39,8.94,1,0
E800466,16,US,9602.07,11.44,1,0
E800467,19,US,6406.78,11.42,0,0
E800468,4,GB,3841.96,17.38,2,0
E800469,16,SG,7114.84,45.88,0,0
E800470,22,IN,8403.08,26.7,0,0
E800471,9,IN,3684.21,19.18,1,0
E800472,12,DE,3961.95,55.84,0,0
E800473,7,US,10331.79,55.98,1,0
E800474,1,IN,5024.71,23.32,0,0
E800475,6,IN,1724.57,38.17,0,0
E800476,1,DE,3962.5,20.46,0,0
E800477,21,IN,1331.76,29.44,0,0
E800478,6,BR,4618.55,26.72,0,0
E800479,22,IN,5186.93,21.96,0,0
E800480,11,RU,9380.56,13.74,0,0
E800481,15,US,5316.33,24.37,1,0
E800482,6,IN,1961.05,28.15,0,0
E800483,21,SG,31770.0,110.68,9,1
E800484,16,US,7581.19,52.06,0,0
E800485,21,IN,14767.12,20.66,0,0
E800486,20,IN,5068.33,21.45,0,0
E800487,16,IN,6957.54,5.75,0,0
E800488,18,IN,4714.36,22.82,0,0
E800489,22,RU,2897.69,16.28,1,0
E800490,14,DE,5045.24,19.07,0,0
E800491,5,RU,5961.82,47.87,0,0
E800492,10,GB,8865.96,20.4,0,0
E800493,2,IN,5682.77,23.58,0,0
E800494,18,IN,15501.5,10.22,0,0
E800495,20,US,8780.0,35.32,0,0
E800496,18,US,2103.56,3.73,0,0
E800497,10,RU,18766.82,43.79,13,1
E800498,1,IN,9366.8,92.75,0,0
E800499,16,IN,1611.02,36.23,0,0
E800500,22,IN,3669.5,30.93,1,0
E800501,19,GB,4690.72,1.45,0,0
E800502,14,IN,3190.28,24.42,1,0
E800503,16,IN,3659.96,25.8,0,0
E800504,7,IN,5396.29,41.13,0,0
E800505,4,US,5232.14,12.45,1,0
E800506,3,BR,13436.4,9.19,0,0
E800507,15,IN,5969.2,45.79,0,0
E800508,9,US,1636.15,48.3,0,0
E800509,12,IN,4671.59,29.5,0,0
E800510,23,GB,4109.91,3.58,0,0
E800511,18,US,3635.3,17.39,0,0
E800512,13,SG,3998.15,64.34,0,0
E800513,15,IN,5774.73,7.76,1,0
E800514,23,IN,6731.75,60.56,0,0
E800515,9,BR,11518.81,18.98,0,0
E800516,10,IN,2967.01,31.08,1,0
E800517,9,RU,8073.72,5.85,0,0
E800518,14,RU,5966.61,51.82,0,0
E800519,22,IN,38912.28,5.6,10,1
E800520,6,IN,5101.41,18.13,0,0
E800521,10,IN,3090.17,17.6,0,0
E800522,5,BR,5245.46,5.98,0,0
E800523,23,IN,10959.73,39.33,0,0
E800524,18,US,2079.04,10.72,1,0
E800525,18,IN,2797.66,32.65,0,0
E800526,20,IN,8600.73,12.64,0,0
E800527,14,SG,8772.52,29.35,0,0
E800528,20,IN,5507.64,25.76,0,0
E800529,22,GB,5341.85,32.86,0,0
E800530,5,IN,3264.72,10.21,0,0
E800531,13,IN,4876.87,23.03,0,0
E800532,11,SG,2908.45,21.38,1,0
E800533,3,IN,8766.86,45.54,1,0
E800534,0,BR,9284.62,18.41,0,0
E800535,20,IN,5636.49,58.07,0,0
E800536,9,US,9280.71,42.42,1,0
E800537,1,DE,1811.5,6.48,0,0
E800538,7,IN,5911.04,17.48,0,0
E800539,7,US,5582.81,16.9,0,0
E800540,21,IN,17678.42,3.55,0,0
E800541,8,US,5588.55,35.47,1,0
E800542,0,RU,6687.3,25.43,0,0
E800543,5,IN,5036.16,10.57,0,0
E800544,9,RU,9233.02,7.9,1,0
E800545,23,RU,2320.6,43.8,1,0
E800546,14,US,3961.27,9.56,0,0
E800547,4,IN,5903.38,4.32,0,0
E800548,15,IN,6357.35,28.53,2,0
E800549,15,IN,9457.9,34.07,1,0
E800550,16,IN,2151.75,15.15,1,0
E800551,0,RU,8749.47,47.75,0,0
E800552,2,BR,59082.37,60.64,24,1
E800553,10,US,6558.22,20.38,0,0
E800554,0,US,5120.01,41.87,1,0
E800555,22,IN,3661.9,7.5,0,0
E800556,14,SG,15138.71,68.92,1,0
E800557,15,US,2588.39,18.69,0,0
E800558,20,GB,7459.53,45.37,0,0
E800559,23,IN,11283.33,7.39,0,0
E800560,11,US,85389.17,120.89,11,1
E800561,4,GB,7692.23,28.01,0,0
E800562,17,US,9076.91,72.91,0,0
E800563,4,IN,11919.29,35.29,1,0
E800564,20,IN,7818.9,15.0,0,0
E800565,16,IN,3757.81,29.62,0,0
E800566,2,US,1519.47,3.05,0,0
E800567,19,US,27813.83,17.03,15,1
E800568,10,IN,5977.48,21.21,1,0
E800569,14,IN,6517.61,18.55,0,0
E800570,19,US,7816.41,15.66,1,0
E800571,19,RU,8688.89,13.47,0,0
E800572,5,SG,7074.56,28.36,0,0
E800573,9,IN,5721.96,11.46,1,0
E800574,4,BR,11223.18,5.26,0,0
E800575,13,IN,2785.95,14.71,1,0
E800576,7,RU,7185.08,48.55,1,0
E800577,22,US,6056.49,21.33,0,0
E800578,14,US,4685.31,22.22,0,0
E800579,3,SG,3711.98,8.64,0,0
E800580,23,IN,2969.95,30.13,1,0
E800581,23,US,2063.15,63.4,0,0
E800582,15,GB,7603.24,30.67,0,0
E800583,13,GB,5727.18,5.58,0,0
E800584,23,RU,5169.46,6.28,0,0
E800585,2,RU,16150.59,34.32,9,1
E800586,11,IN,4535.28,14.7,0,0
E800587,11,IN,4654.42,12.72,0,0
E800588,5,IN,6007.91,31.49,0,0
E800589,17,IN,13433.47,20.0,12,1
E800590,2,IN,6355.26,28.46,0,0
E800591,13,IN,6208.85,52.12,0,0
E800592,20,RU,2864.55,24.92,0,0
E800593,18,BR,3950.78,56.18,0,0
E800594,18,BR,7729.31,11.77,1,0
E800595,3,US,3524.61,37.21,1,0
E800596,12,IN,7740.21,16.78,0,0
E800597,14,IN,2719.59,4.59,0,0
E800598,13,GB,7647.38,8.93,0,0
E800599,7,IN,3670.99,45.78,0,0
E800600,9,US,8977.12,14.04,0,0
E800601,3,IN,5088.94,12.7,0,0
E800602,22,US,5044.31,10.1,0,0
E800603,5,IN,2958.71,13.27,0,0
E800604,14,IN,3484.66,40.26,1,0
E800605,6,US,4575.72,5.52,0,0
E800606,16,RU,5526.28,6.56,0,0
E800607,23,GB,4609.74,11.34,0,0
E800608,15,DE,3183.03,30.24,0,0
E800609,10,RU,3993.26,24.25,0,0
E800610,22,IN,10691.11,6.53,0,0
E800611,2,RU,7544.26,40.84,1,0
E800612,10,IN,4797.28,71.03,0,0
E800613,10,IN,5168.42,22.44,0,0
E800614,11,IN,5997.11,19.72,0,0
E800615,21,RU,3689.94,5.45,0,0
E800616,21,IN,5132.6,25.39,0,0
E800617,2,US,40429.36,114.24,20,1
E800618,22,IN,3217.18,31.53,1,0
E800619,15,IN,16597.22,16.68,0,0
E800620,10,IN,5022.59,12.59,0,0
E800621,20,DE,7028.8,15.87,0,0
E800622,8,IN,3890.4,54.75,0,0
E800623,4,BR,3897.24,22.01,1,0
E800624,17,IN,10372.39,22.31,0,0
E800625,15,US,3751.8,14.99,1,0
E800626,11,IN,19567.98,15.03,16,1
E800627,9,IN,10721.64,12.96,1,0
E800628,21,IN,3312.84,13.87,0,0
E800629,0,US,3608.66,45.99,0,0
E800630,12,SG,3643.55,17.82,0,0
E800631,9,IN,5484.91,13.33,0,0
E800632,20,US,6192.16,13.65,1,0
E800633,20,IN,10899.31,36.71,0,0
E800634,22,US,7171.09,13.55,0,0
E800635,5,IN,2411.06,14.39,0,0
E800636,18,DE,2788.67,29.53,0,0
E800637,2,BR,4516.56,66.52,0,0
E800638,17,SG,7397.51,22.07,0,0
